parent_category,parent_category_link,category,category_link,level
Shop All,/d/produce,Spring Produce,/pl/springproduce/0617600004?taxonomyId=0617600004&monet=curated&fulfillment=all&pzn=relevance,5
Shop All,/d/produce,Berries,/pl/berries/0611100673,5
Shop All,/d/produce,Citrus,/pl/citrus/0611100671?taxonomyId=0611100671&fulfillment=all,5
Shop All,/d/produce,Fresh Cut Fruit & Veggies,/pl/fresh-cut-fruit-vegetables/06121,5
Shop All,/d/produce,Grapes,/pl/grapes-cherries/0611100681?taxonomyId=0611100681&fulfillment=all,5
Shop All,/d/produce,Potatoes,/pl/potatoes/0611200691?taxonomyId=0611200691&fulfillment=all,5
Shop All,/d/produce,Apples,/pl/apples/0611100667?taxonomyId=0611100667&fulfillment=all,5
Shop All,/d/produce,Broccoli & Cauliflower,/pl/broccolicauliflower/0611200685?taxonomyId=0611100685&fulfillment=all,5
Shop All,/d/produce,"Nuts, Trail Mix & Seeds",/pl/nuts-trail-mix-seeds/01022?taxonomyId=01022&fulfillment=all,5
Shop All,/d/produce,Carrots,/pl/carrots/0611200682?taxonomyId=0611200682&fulfillment=all,5
Shop All,/d/produce,Salad Mix,/pl/salads/06114,5
Shop All,/d/produce,Tomatoes,/pl/tomatoes/0611200690,5
Shop All,/d/produce,Fresh Prepared Fruits & Vegetables,/pl/packaged-produce/06123,5
Shop All,/d/produce,Onions & Garlic,/pl/onions/0611200692,5
Shop All,/d/produce,Mushrooms,/pl/ mushrooms/0611200686,5
Shop All,/d/produce,Peppers,/pl/peppers/0611200689,5
Shop All,/d/produce,Tropical Fruits,/pl/tropicalfruits/0611100675?taxonomyId=0611100675&fulfillment=all,5
Shop All,/d/produce,Avocados,/pl/avocado/0611100680?taxonomyId=0611100680&fulfillment=all,5
Shop All,/d/meat,Chicken,/pl/chicken/05002?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Ground Beef,/pl/ground-beef-patties/0500100004?pzn=relevance,5
Shop All,/d/meat,Steaks,/search?keyword=MeatDeptSteakRoast&query=MeatDeptSteakRoast&searchType=mktgattribute&monet=curated&fullfillment=all,5
Shop All,/d/meat,Roasts,/pl/beefroasts/0500100006?&pzn=relevance,5
Shop All,/d/meat,Pork & Ham,/pl/pork-ham/05006?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Turkey,/pl/turkey/05012?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Ready to Cook,/search?keyword=HomeChefReadytoCook&query=HomeChefReadytoCook&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,5
Shop All,/d/meat,Plant-Based Meat,/search?keyword=Meat2020Meatless&query=Meat2020Meatless&searchType=mktgattribute&monet=curated&fulfillment=all&pzn=relevance,5
Shop All,/d/meat,Frozen Meat,/search?keyword=frozenmeat&query=frozenmeat&searchType=mktgattribute&monet=curated&fulfillment=all,5
Shop All,/d/meat,Hot Dogs & Franks,/pl/hot-dogs-franks/05005?searchType=curated&pzn=relevance,5
Shop All,/d/meat,"Lamb, Veal & Bison",/pl/lamb-veal-bison/05014?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Bacon & Breakfast Sausage,/pl/bacon-breakfast-sausage/05017?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Dinner Sausage,/pl/dinner-sausage/05003?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Packaged & Sliced Deli Meats,/pl/packaged-deli-meat/05013?searchType=curated&pzn=relevance,5
Shop All,/d/meat,"Pepperoni, Salami & Summer Sausage",/pl/pepperoni-salami-summer-sausage/05015?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Lunch & Snack Kits,/pl/lunch-snack-kits/05018?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Heat & Serve,/pl/heat-serve-meals-and-sides/05016?searchType=curated&pzn=relevance,5
Shop All,/d/meat,Enhancements,/pl/refrigerated-pickles-sauerkraut/05008?pzn=relevance,5
