parent_category,parent_category_link,category,category_link,level
Schedule a COVID-19 Test,/health/clinic/schedule-appointment,View All Healthcare Departments,/health,6
Schedule a COVID-19 Test,/health/clinic/schedule-appointment,Explore the Pharmacy,/health/pharmacy,6
Schedule a COVID-19 Test,/health/clinic/schedule-appointment,Explore The Little Clinic,/health/clinic,6
Schedule a COVID-19 Test,/health/clinic/schedule-appointment,Explore Healthy Nutrition,/health/info,6
Schedule a COVID-19 Test,/health/clinic/schedule-appointment,Explore COVID-19 Resources,/health/pharmacy/covid-care,6
Schedule a COVID-19 Test,/health/clinic/schedule-appointment,Explore Virtual Care,/health/clinic/virtual-care,6
Explore Healthy Nutrition,/health/info,Tracey Shaffer,/health/experts/tracey-shaffer,6
Explore Healthy Nutrition,/health/info,Stephanie Skinner-Lucas,/health/experts/stephanie-skinner-lucas,6
Explore Healthy Nutrition,/health/info,Marcella Ranieri,/health/experts/marcella-ranieri,6
Explore Healthy Nutrition,/health/info,Kristen Keen,/health/experts/kristen-keen,6
Explore Healthy Nutrition,/health/info,Elizabeth Calvelage,/health/experts/elizabeth-calvelage,6
Explore Healthy Nutrition,/health/info,View All Dietitians,/health/registered-dietitians,6
Explore Healthy Nutrition,/health/info,Enhance Your Heart Health†,/health/info/heart-health,6
Explore Healthy Nutrition,/health/info,Learn About Diabetes Management†,/health/info/diabetes-care,6
Explore Healthy Nutrition,/health/info,Improve Your Digestion & Gut Health†,/health/info/digestive-system-health,6
Explore Healthy Nutrition,/health/info,Boost Your Immune System†,/health/info/immune-support,6
Explore Healthy Nutrition,/health/info,Strengthen Your Mental Wellness†,/health/info/mental-wellness,6
Explore Healthy Nutrition,/health/info,View All Healthcare Departments,/health,6
Explore Healthy Nutrition,/health/info,Learn About Nutrition Counseling,/health/clinic/services/virtual-care#virtualnutrition,6
Explore Healthy Nutrition,/health/info,Shop by Dietary Lifestyle,/f/shop-by-diet,6
Explore Healthy Nutrition,/health/info,Check Out OptUP™,/health/pharmacy/optup,6
Explore Healthy Nutrition,/health/info,Explore Food & OTC Benefit Cards,/i/benefit-card,6
Explore The Little Clinic,/health/clinic,Physicals & Screenings,/health/pharmacy/clinical-services,6
Explore The Little Clinic,/health/clinic,Weight Management,/health/weight-management,6
Explore The Little Clinic,/health/clinic,Not Feeling Well,/health/clinic/services/not-feeling-well,6
Explore The Little Clinic,/health/clinic,Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,6
