parent_category,category_link,reason
View All Healthcare Departments,/health,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Find a Clinic,/health-services/clinic/locations,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
"Access the Patient Portal
(Opens in a new tab or window)",https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,page not loaded
Get Vaccinated,/health/clinic/vaccinations,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Find a Clinic,/health-services/clinic/locations,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
"Access the Patient Portal
(Opens in a new tab or window)",https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,page not loaded
Get Vaccinated,/health/clinic/vaccinations,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
View All Healthcare Departments,/health,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
All Dietitians,/health/registered-dietitians,page not loaded
Tracey Shaffer,/health/experts/tracey-shaffer,page not loaded
Allison Yoder,/health/experts/allison-yoder,page not loaded
Ashlyn Evans,/health/experts/ashlyn-evans,page not loaded
Elizabeth Calvelage,/health/experts/elizabeth-calvelage,page not loaded
Joy Wang,/health/nutrition/registered-dietitians/joy-wang,page not loaded
All Dietitians,/health/registered-dietitians,page not loaded
Mary Kathryn 'Katy' Keogh,/health/experts/katy-keogh,page not loaded
Molly Hembree,/health/experts/molly-hembree,page not loaded
Sarah Limbert,/health/experts/sarah-limbert,page not loaded
Shari Mermelstein,/health/experts/shari-mermelstein,page not loaded
Stephanie Skinner-Lucas,/health/experts/stephanie-skinner-lucas,page not loaded
All Dietitians,/health/registered-dietitians,page not loaded
Laura Brown,/health/experts/laura-brown,page not loaded
Lisa McCune,/health/experts/lisa-mccune,page not loaded
Marcella Ranieri,/health/experts/marcella-ranieri,page not loaded
